1,2,3,4,10,11,12,year_value
2.64,1.72,0.85,0.19,0.38,2.02,4.02,11.81
11.0,7.0,4.0,2.0,4.0,6.0,13.0,31.0
8.516129032258064,6.142857142857143,2.741935483870968,0.6333333333333333,1.2258064516129032,6.7333333333333325,12.96774193548387,3.235616438356165
