4;5;6;7;8;9;10;year_value
0.06;0.23;0.58;0.39;0.1;0.16;0.03;1.55
1.0;1.0;3.0;2.0;1.0;1.0;1.0;4.0
0.2;0.7419354838709677;1.9333333333333331;1.2580645161290323;0.3225806451612903;0.5333333333333333;0.0967741935483871;0.4246575342465754
